1,6448
1,1376
1,1883
1,6716
1,4710
1,3739
1,6343
1,4406
1,3241
1,1390
4098,4196
4098,5802
4098,6716
4098,6583
4098,4949
4098,4709
4098,4816
4098,1059
4098,4439
2049,4196
2049,5842
2049,3819
2049,1237
2049,4863
2049,2403
2049,3031
2049,6001
2049,2740
2049,2845
2049,5485
2049,5428
2059,5730
2059,2997
2059,5138
2059,4015
2059,4949
2061,6475
2061,4004
2061,2143
2061,4949
2061,2257
2061,6160
2061,3117
2061,2106
2061,6357
2061,3342
2061,4639
2061,2882
2061,2186
2061,5191
15,343
15,4282
15,1162
15,3401
16,2444
16,1752
4111,5842
4111,4949
2064,2524
2064,3551
2064,2889
2064,3026
2064,3138
2064,4949
2064,3740
4116,5842
4116,3765
4116,4949
6166,5768
6166,5224
23,700
23,5556
23,737
23,3845
23,5554
23,2872
23,2428
23,2218
23,5069
23,2275
23,506
23,5451
23,5338
23,4748
23,3237
23,2590
23,3243
23,3462
23,932
23,6750
23,877
23,3138
23,5530
23,6459
23,748
23,6941
23,3621
23,7119
23,2345
24,3495
24,3285
24,2381
24,446
24,938
24,1836
24,748
24,345
24,5396
24,5073
24,6808
24,2740
24,1948
24,56
24,5100
24,788
24,6357
24,1089
24,5842
24,26
24,3462
24,4191
24,4098
24,5758
24,4681
24,5969
24,372
24,2403
24,2186
24,3320
24,778
24,6812
24,3991
24,4876
24,1869
24,4444
24,792
24,5792
24,6716
24,6482
24,2887
24,2426
24,4129
24,5447
24,5787
24,807
24,5569
24,4076
24,2447
24,7021
24,5802
24,4582
24,1376
24,2458
24,2011
24,4796
24,6783
24,4597
24,2845
24,1812
24,2924
24,6404
24,2345
24,6202
24,6138
24,1283
4121,5550
4121,6397
4121,6135
26,736
26,5969
26,4732
26,3053
26,4949
26,2381
26,5068
26,3621
26,1414
26,3288
26,792
26,2439
26,2061
26,788
26,1237
26,4721
26,6941
26,3991
26,6716
26,4624
26,2403
26,6001
26,5315
26,890
26,683
26,4196
26,56
26,392
26,4124
26,2426
26,5842
26,275
26,3458
26,5138
26,2106
26,2904
26,3342
26,5802
26,2451
26,2352
26,2466
26,2845
26,3739
26,6368
26,3042
26,5485
26,2928
4124,4196
4124,5842
4124,5945
4124,5969
